17-34, Private, Some-college, Machine-op-inspct, Amer-Indian-Eskimo, Male,20-39, <=50K
50-65, Self-emp-not-inc, HS-grad, Other-service, White, Female,20-39, <=50K
50-65, Private, Assoc-acdm, Adm-clerical, White, Female,40-59, <=50K
17-34, Private, Assoc-voc, Exec-managerial, White, Female,40-59, <=50K
17-34, State-gov, HS-grad, Adm-clerical, White, Female,20-39, <=50K
50-65, Private, Some-college, Sales, White, Female,20-39, <=50K
17-34, Private, HS-grad, Adm-clerical, White, Male,40-59, <=50K
35-49, Private, HS-grad, Tech-support, White, Female,40-59, <=50K
17-34, Private, HS-grad, Other-service, White, Female,40-59, <=50K
50-65, Private, 11th, Other-service, White, Female,40-59, <=50K
35-49, Private, Some-college, Craft-repair, White, Male,40-59, >50K
35-49, Private, HS-grad, Craft-repair, White, Female,40-59, <=50K
35-49, Local-gov, Some-college, Adm-clerical, White, Female,40-59, <=50K
35-49, Private, HS-grad, Adm-clerical, White, Female,40-59, <=50K
17-34, Self-emp-not-inc, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Private, Some-college, Machine-op-inspct, White, Male,40-59, <=50K
35-49, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Private, Masters, Prof-specialty, White, Female,40-59, <=50K
65+, Local-gov, Bachelors, Prof-specialty, White, Female,0-19, <=50K
35-49, Private, HS-grad, Adm-clerical, White, Female,40-59, <=50K
17-34, Private, Some-college, Craft-repair, White, Male,40-59, <=50K
50-65, Local-gov, Masters, Prof-specialty, White, Male,20-39, >50K
35-49, Self-emp-inc, 7th-8th, Craft-repair, White, Male,20-39, <=50K
35-49, Private, HS-grad, Adm-clerical, White, Female,20-39, <=50K
50-65, Private, HS-grad, Adm-clerical, White, Female,60-79, <=50K
35-49, Private, HS-grad, Adm-clerical, White, Female,20-39, <=50K
50-65, Private, HS-grad, Sales, White, Female,40-59, >50K
35-49, Private, Masters, Prof-specialty, White, Male,40-59, <=50K
35-49, Self-emp-not-inc, Some-college, Sales, White, Male,60-79, >50K
50-65, Private, Some-college, Prof-specialty, White, Female,40-59, <=50K
17-34, Private, HS-grad, Sales, White, Female,20-39, <=50K
35-49, Private, Bachelors, Exec-managerial, White, Male,20-39, <=50K
17-34, Private, Bachelors, Sales, White, Male,40-59, <=50K
17-34, Private, Some-college, Other-service, White, Female,20-39, <=50K
50-65, Private, Some-college, Adm-clerical, White, Female,0-19, <=50K
35-49, Self-emp-inc, Assoc-acdm, Exec-managerial, White, Male,40-59, <=50K
17-34, Private, Some-college, Exec-managerial, White, Male,60-79, <=50K
17-34, Private, 11th, Machine-op-inspct, White, Female,40-59, <=50K
35-49, Private, HS-grad, Adm-clerical, White, Female,40-59, <=50K
17-34, Private, Bachelors, Exec-managerial, White, Female,40-59, <=50K
35-49, Private, 10th, Craft-repair, White, Female,40-59, <=50K
50-65, Self-emp-not-inc, 7th-8th, Other-service, White, Female,40-59, <=50K
17-34, Private, 9th, Farming-fishing, White, Male,60-79, <=50K
17-34, Local-gov, HS-grad, Adm-clerical, White, Female,20-39, <=50K
35-49, Local-gov, Some-college, Adm-clerical, White, Female,0-19, <=50K
17-34, Private, Assoc-voc, Prof-specialty, White, Female,20-39, <=50K
35-49, Private, Assoc-voc, Tech-support, White, Female,20-39, <=50K
17-34, Private, Assoc-voc, Prof-specialty, White, Female,40-59, <=50K
17-34, Private, HS-grad, Exec-managerial, White, Female,20-39, <=50K
50-65, State-gov, Doctorate, Prof-specialty, White, Male,40-59, >50K
17-34, Private, HS-grad, Transport-moving, White, Female,40-59, <=50K
17-34, Private, 11th, Handlers-cleaners, White, Female,40-59, <=50K
35-49, Local-gov, Bachelors, Prof-specialty, White, Female,40-59, <=50K
35-49, Private, HS-grad, Machine-op-inspct, White, Female,20-39, <=50K
17-34, Local-gov, HS-grad, Adm-clerical, White, Female,40-59, <=50K
17-34, Private, HS-grad, Adm-clerical, White, Female,40-59, <=50K
35-49, Private, HS-grad, Adm-clerical, White, Female,40-59, <=50K
35-49, State-gov, Prof-school, Prof-specialty, White, Female,40-59, <=50K
17-34, Private, 10th, Sales, White, Female,40-59, <=50K
17-34, Private, Some-college, Craft-repair, White, Female,40-59, <=50K
35-49, Federal-gov, HS-grad, Tech-support, White, Female,40-59, <=50K
35-49, Private, HS-grad, Adm-clerical, White, Female,40-59, >50K
50-65, Private, 9th, Craft-repair, White, Female,20-39, >50K
35-49, Private, Assoc-voc, Adm-clerical, White, Female,40-59, <=50K
35-49, Private, 5th-6th, Farming-fishing, White, Male,20-39, <=50K
17-34, Private, Some-college, Sales, White, Female,20-39, <=50K
17-34, Private, Some-college, Craft-repair, White, Male,40-59, <=50K
35-49, Private, Assoc-voc, Adm-clerical, White, Female,40-59, <=50K
50-65, Private, Some-college, Other-service, White, Female,20-39, <=50K
17-34, Self-emp-not-inc, HS-grad, Craft-repair, White, Male,40-59, >50K
35-49, Private, HS-grad, Adm-clerical, White, Female,40-59, <=50K
17-34, Private, HS-grad, Exec-managerial, White, Male,40-59, <=50K
35-49, Private, Some-college, Sales, White, Male,40-59, <=50K
50-65, Private, Masters, Exec-managerial, White, Male,40-59, >50K
35-49, Self-emp-not-inc, Masters, Sales, White, Male,0-19, >50K
17-34, Private, 12th, Adm-clerical, White, Male,40-59, <=50K
35-49, Private, HS-grad, Tech-support, White, Female,40-59, <=50K
35-49, Self-emp-not-inc, Some-college, Other-service, White, Male,40-59, <=50K
17-34, Private, HS-grad, Adm-clerical, White, Male,40-59, <=50K
17-34, Private, HS-grad, Other-service, White, Female,20-39, <=50K
35-49, State-gov, 11th, Transport-moving, White, Female,40-59, <=50K
17-34, Private, HS-grad, Exec-managerial, White, Female,40-59, <=50K
50-65, Private, 7th-8th, Other-service, White, Male,20-39, <=50K
50-65, Private, Assoc-acdm, Adm-clerical, White, Female,40-59, <=50K
35-49, Private, HS-grad, Sales, White, Female,40-59, <=50K
35-49, State-gov, Some-college, Tech-support, White, Female,40-59, <=50K
35-49, Private, HS-grad, Machine-op-inspct, White, Male,40-59, <=50K
17-34, Private, Some-college, Sales, White, Female,40-59, <=50K
17-34, Private, 5th-6th, Farming-fishing, White, Male,40-59, <=50K
35-49, Federal-gov, HS-grad, Adm-clerical, White, Female,40-59, <=50K
35-49, Private, Bachelors, Exec-managerial, White, Female,40-59, <=50K
35-49, Private, Bachelors, Exec-managerial, White, Female,40-59, <=50K
35-49, Private, Some-college, Adm-clerical, White, Female,20-39, <=50K
35-49, Private, 10th, Exec-managerial, White, Female,40-59, <=50K
17-34, Private, Some-college, Exec-managerial, White, Female,40-59, <=50K
35-49, Federal-gov, HS-grad, Adm-clerical, White, Female,40-59, <=50K
50-65, Private, HS-grad, Adm-clerical, White, Female,40-59, <=50K
17-34, Federal-gov, Some-college, Adm-clerical, White, Female,40-59, <=50K
35-49, Private, 9th, Exec-managerial, White, Female,40-59, <=50K
17-34, Private, Assoc-acdm, Machine-op-inspct, White, Male,40-59, <=50K
50-65, Private, Bachelors, Adm-clerical, White, Male,60-79, <=50K
35-49, Private, HS-grad, Machine-op-inspct, White, Female,20-39, <=50K
35-49, Private, HS-grad, Adm-clerical, White, Female,20-39, <=50K
35-49, Private, Bachelors, Sales, White, Female,40-59, <=50K
35-49, Private, 9th, Adm-clerical, White, Female,40-59, <=50K
35-49, Private, HS-grad, Other-service, White, Female,20-39, <=50K
35-49, Private, Some-college, Adm-clerical, White, Female,40-59, <=50K
35-49, Private, HS-grad, Adm-clerical, White, Female,20-39, <=50K
17-34, Private, Some-college, Exec-managerial, White, Female,20-39, <=50K
17-34, Private, 1st-4th, Machine-op-inspct, Amer-Indian-Eskimo, Female,20-39, <=50K
17-34, Private, Assoc-voc, Other-service, Amer-Indian-Eskimo, Female,20-39, <=50K
35-49, Private, Prof-school, Sales, Amer-Indian-Eskimo, Female,40-59, >50K
17-34, Federal-gov, 10th, Other-service, Amer-Indian-Eskimo, Female,40-59, <=50K
17-34, Private, Some-college, Other-service, Amer-Indian-Eskimo, Female,40-59, <=50K
35-49, Local-gov, Assoc-acdm, Prof-specialty, Amer-Indian-Eskimo, Female,40-59, <=50K
50-65, Federal-gov, Bachelors, Exec-managerial, Amer-Indian-Eskimo, Female,40-59, >50K
35-49, State-gov, Bachelors, Prof-specialty, Amer-Indian-Eskimo, Female,40-59, >50K
17-34, Private, Some-college, Sales, Amer-Indian-Eskimo, Female,40-59, <=50K
17-34, Private, 10th, Farming-fishing, Amer-Indian-Eskimo, Female,40-59, <=50K
50-65, State-gov, HS-grad, Other-service, Amer-Indian-Eskimo, Female,20-39, >50K
17-34, Private, Some-college, Adm-clerical, Amer-Indian-Eskimo, Female,40-59, <=50K
17-34, Private, Some-college, Adm-clerical, Amer-Indian-Eskimo, Female,40-59, <=50K
35-49, Local-gov, Masters, Exec-managerial, Amer-Indian-Eskimo, Female,40-59, >50K
17-34, Private, Assoc-acdm, Adm-clerical, Amer-Indian-Eskimo, Female,40-59, >50K
17-34, Private, HS-grad, Machine-op-inspct, Amer-Indian-Eskimo, Female,40-59, <=50K
35-49, Self-emp-inc, HS-grad, Exec-managerial, Amer-Indian-Eskimo, Female,40-59, >50K
17-34, Private, Preschool, Machine-op-inspct, Asian-Pac-Islander, Female,40-59, <=50K
17-34, Private, Masters, Prof-specialty, Asian-Pac-Islander, Female,40-59, >50K
17-34, Private, HS-grad, Prof-specialty, Asian-Pac-Islander, Female,0-19, >50K
50-65, Private, HS-grad, Machine-op-inspct, Asian-Pac-Islander, Female,40-59, <=50K
35-49, Local-gov, HS-grad, Adm-clerical, Asian-Pac-Islander, Female,40-59, >50K
50-65, Private, Bachelors, Machine-op-inspct, Asian-Pac-Islander, Female,40-59, <=50K
35-49, State-gov, Masters, Prof-specialty, Asian-Pac-Islander, Female,20-39, >50K
17-34, Private, Masters, Prof-specialty, Asian-Pac-Islander, Female,40-59, >50K
50-65, Private, 11th, Machine-op-inspct, Asian-Pac-Islander, Female,20-39, <=50K
17-34, Private, Assoc-acdm, Adm-clerical, Asian-Pac-Islander, Female,20-39, >50K
17-34, Private, Assoc-voc, Adm-clerical, Asian-Pac-Islander, Female,40-59, <=50K
50-65, Private, 10th, Sales, Asian-Pac-Islander, Female,20-39, >50K
35-49, Private, Bachelors, Other-service, Asian-Pac-Islander, Female,40-59, >50K
17-34, Private, 5th-6th, Machine-op-inspct, Asian-Pac-Islander, Female,40-59, >50K
17-34, Private, HS-grad, Machine-op-inspct, Asian-Pac-Islander, Female,40-59, <=50K
17-34, Private, Some-college, Adm-clerical, Asian-Pac-Islander, Female,40-59, <=50K
35-49, Federal-gov, Bachelors, Adm-clerical, Asian-Pac-Islander, Female,40-59, >50K
35-49, Private, HS-grad, Other-service, Asian-Pac-Islander, Female,40-59, <=50K
35-49, Private, HS-grad, Other-service, Asian-Pac-Islander, Female,60-79, <=50K
35-49, Private, Some-college, Sales, Asian-Pac-Islander, Female,40-59, <=50K
50-65, Private, 5th-6th, Machine-op-inspct, Asian-Pac-Islander, Female,20-39, <=50K
35-49, Federal-gov, Bachelors, Adm-clerical, Asian-Pac-Islander, Female,40-59, <=50K
17-34, Private, Bachelors, Other-service, Asian-Pac-Islander, Female,40-59, >50K
35-49, Private, Bachelors, Prof-specialty, Asian-Pac-Islander, Female,20-39, >50K
35-49, Private, HS-grad, Other-service, Asian-Pac-Islander, Female,0-19, <=50K
17-34, Private, 11th, Handlers-cleaners, Asian-Pac-Islander, Female,0-19, <=50K
17-34, Private, Bachelors, Adm-clerical, Asian-Pac-Islander, Female,40-59, >50K
50-65, Federal-gov, Some-college, Exec-managerial, Asian-Pac-Islander, Female,40-59, >50K
35-49, Private, Bachelors, Adm-clerical, Asian-Pac-Islander, Female,40-59, >50K
35-49, Private, Bachelors, Prof-specialty, Asian-Pac-Islander, Female,40-59, >50K
17-34, Private, Bachelors, Other-service, Asian-Pac-Islander, Female,40-59, <=50K
50-65, Private, Masters, Craft-repair, Asian-Pac-Islander, Female,20-39, <=50K
17-34, Private, Bachelors, Exec-managerial, Asian-Pac-Islander, Female,40-59, <=50K
35-49, Private, HS-grad, Other-service, Asian-Pac-Islander, Female,40-59, <=50K
17-34, Self-emp-inc, Some-college, Exec-managerial, Asian-Pac-Islander, Female,60-79, <=50K
35-49, Self-emp-not-inc, Bachelors, Sales, Asian-Pac-Islander, Female,60-79, <=50K
50-65, Self-emp-inc, Bachelors, Adm-clerical, Asian-Pac-Islander, Female,40-59, <=50K
35-49, Private, Masters, Prof-specialty, Asian-Pac-Islander, Female,40-59, <=50K
35-49, Self-emp-not-inc, HS-grad, Other-service, Asian-Pac-Islander, Female,20-39, <=50K
35-49, Private, Bachelors, Prof-specialty, Asian-Pac-Islander, Female,20-39, >50K
50-65, Self-emp-inc, Bachelors, Exec-managerial, Asian-Pac-Islander, Female,20-39, <=50K
35-49, Local-gov, Masters, Prof-specialty, Asian-Pac-Islander, Female,40-59, >50K
35-49, Private, HS-grad, Other-service, Asian-Pac-Islander, Female,0-19, <=50K
35-49, Self-emp-not-inc, Bachelors, Machine-op-inspct, Asian-Pac-Islander, Female,80+, <=50K
35-49, State-gov, HS-grad, Adm-clerical, Asian-Pac-Islander, Female,20-39, <=50K
50-65, Private, HS-grad, Transport-moving, Asian-Pac-Islander, Female,20-39, <=50K
65+, Private, 9th, Exec-managerial, Asian-Pac-Islander, Female,40-59, >50K
50-65, Federal-gov, Some-college, Exec-managerial, Asian-Pac-Islander, Female,40-59, >50K
17-34, Private, Some-college, Prof-specialty, Asian-Pac-Islander, Female,40-59, <=50K
35-49, State-gov, Some-college, Adm-clerical, Asian-Pac-Islander, Female,40-59, >50K
35-49, Private, Bachelors, Other-service, Asian-Pac-Islander, Female,20-39, >50K
17-34, Private, Some-college, Prof-specialty, Asian-Pac-Islander, Female,0-19, >50K
17-34, Private, Prof-school, Prof-specialty, Asian-Pac-Islander, Female,40-59, >50K
35-49, Private, 1st-4th, Other-service, Asian-Pac-Islander, Female,40-59, <=50K
35-49, Private, 5th-6th, Machine-op-inspct, Asian-Pac-Islander, Female,40-59, >50K
17-34, Private, HS-grad, Adm-clerical, Asian-Pac-Islander, Female,20-39, <=50K
17-34, Private, Bachelors, Prof-specialty, Black, Female,40-59, <=50K
35-49, Self-emp-not-inc, HS-grad, Sales, Black, Female,40-59, >50K
35-49, Private, 9th, Other-service, Black, Female,20-39, <=50K
17-34, Private, Assoc-acdm, Adm-clerical, Black, Female,20-39, <=50K
50-65, Private, 5th-6th, Priv-house-serv, Black, Female,0-19, <=50K
35-49, Private, Bachelors, Prof-specialty, Black, Female,20-39, >50K
50-65, Private, Some-college, Adm-clerical, Black, Female,20-39, <=50K
35-49, Local-gov, HS-grad, Other-service, Black, Female,20-39, >50K
50-65, Private, HS-grad, Prof-specialty, Black, Female,20-39, <=50K
35-49, Private, Some-college, Sales, Black, Female,40-59, <=50K
35-49, Private, HS-grad, Machine-op-inspct, Black, Female,20-39, <=50K
35-49, State-gov, Some-college, Exec-managerial, Black, Female,40-59, <=50K
35-49, Private, Some-college, Other-service, Black, Female,20-39, <=50K
17-34, Private, HS-grad, Adm-clerical, Black, Female,40-59, <=50K
17-34, Private, Bachelors, Exec-managerial, Black, Female,40-59, >50K
17-34, Private, HS-grad, Other-service, Black, Female,0-19, <=50K
35-49, State-gov, HS-grad, Other-service, Black, Female,40-59, <=50K
35-49, Private, 7th-8th, Machine-op-inspct, Black, Female,20-39, <=50K
35-49, Self-emp-not-inc, 7th-8th, Other-service, Black, Female,40-59, <=50K
17-34, Private, HS-grad, Other-service, Black, Female,20-39, <=50K
35-49, Local-gov, Masters, Prof-specialty, Black, Female,20-39, >50K
35-49, Federal-gov, Assoc-acdm, Prof-specialty, Black, Female,40-59, <=50K
35-49, Private, Some-college, Adm-clerical, Black, Female,40-59, <=50K
35-49, Private, HS-grad, Protective-serv, Black, Female,40-59, <=50K
35-49, Private, HS-grad, Other-service, Black, Female,20-39, <=50K
35-49, Private, Assoc-acdm, Adm-clerical, Black, Female,40-59, >50K
35-49, Private, 11th, Other-service, Black, Female,20-39, >50K
17-34, Private, Bachelors, Adm-clerical, Black, Female,40-59, >50K
17-34, Private, Some-college, Adm-clerical, Black, Female,40-59, <=50K
17-34, Private, HS-grad, Tech-support, Black, Female,20-39, <=50K
35-49, Private, HS-grad, Machine-op-inspct, Black, Female,20-39, <=50K
35-49, Private, HS-grad, Other-service, Black, Female,20-39, <=50K
35-49, Private, HS-grad, Machine-op-inspct, Black, Female,20-39, <=50K
50-65, Private, HS-grad, Other-service, Black, Female,40-59, <=50K
50-65, Private, Assoc-voc, Other-service, Black, Female,40-59, <=50K
17-34, Federal-gov, Some-college, Exec-managerial, Black, Female,40-59, >50K
50-65, Private, Assoc-acdm, Exec-managerial, Black, Female,40-59, >50K
50-65, State-gov, Masters, Prof-specialty, Black, Female,40-59, >50K
17-34, Private, Assoc-voc, Exec-managerial, Black, Female,40-59, <=50K
50-65, Local-gov, HS-grad, Other-service, Black, Female,20-39, <=50K
50-65, Private, HS-grad, Sales, Black, Female,40-59, <=50K
35-49, State-gov, HS-grad, Adm-clerical, Black, Female,40-59, <=50K
35-49, Private, HS-grad, Adm-clerical, Black, Female,40-59, <=50K
17-34, Private, Some-college, Sales, Black, Female,40-59, <=50K
35-49, Private, HS-grad, Prof-specialty, Black, Female,40-59, <=50K
35-49, Private, HS-grad, Handlers-cleaners, Black, Female,40-59, <=50K
50-65, Private, HS-grad, Adm-clerical, Black, Female,20-39, <=50K
35-49, Private, Bachelors, Prof-specialty, Black, Female,40-59, >50K
35-49, Private, HS-grad, Machine-op-inspct, Black, Female,40-59, >50K
50-65, Private, HS-grad, Adm-clerical, Black, Female,40-59, <=50K
50-65, Private, 11th, Other-service, Black, Female,40-59, >50K
50-65, Private, HS-grad, Adm-clerical, Black, Female,40-59, <=50K
17-34, Private, Some-college, Adm-clerical, Black, Female,20-39, <=50K
17-34, Private, HS-grad, Prof-specialty, Black, Female,40-59, <=50K
35-49, Private, Assoc-acdm, Prof-specialty, Black, Female,40-59, >50K
35-49, Private, Some-college, Adm-clerical, Black, Female,40-59, >50K
50-65, Local-gov, Doctorate, Prof-specialty, Black, Female,40-59, >50K
35-49, Private, 12th, Adm-clerical, Black, Female,40-59, >50K
17-34, Private, HS-grad, Adm-clerical, Black, Female,40-59, >50K
35-49, Private, Bachelors, Exec-managerial, Black, Female,20-39, >50K
35-49, Private, HS-grad, Other-service, Black, Female,40-59, >50K
35-49, Private, 9th, Machine-op-inspct, Black, Female,40-59, <=50K
